File,Query,Rank,BM25_Score,Doc_ID,Paragraph_Text
File 3 (tokenized_lemmatised_Agatha_Christie_Corpus_Combined_Paragraphs_10.csv),Who is actually 'the man in the brown suit'?,1,11.226999534807323,"Book 3 with the title 'The Missing Will', Chapter 38, Paragraph 10","the sun, kicking his legs. There’s a “man in a brown suit” if you like. He’s wearing as little as possible, which is the best costume for Africa, and is as brown as a berry. He’s always burrowing in the earth. I think he takes after Papa. He’ll have that same mania for Pleiocene clay. Suzanne sent me a cable when he was born: “Congratulations and love to the latest arrival on Lunatics’ Island. Is his head dolichocephalic or brachycephalic?” I wasn’t going to stand that from Suzanne. I sent her a reply of one word, economical and to the point: “Platycephalic!” THE END"
File 3 (tokenized_lemmatised_Agatha_Christie_Corpus_Combined_Paragraphs_10.csv),Who is actually 'the man in the brown suit'?,2,10.408310388315222,"Book 3 with the title 'The Missing Will', Chapter 5, Paragraph 2","was the usual custom, Mrs. James gave her the keys of the house. It was situated at some distance from the lodge, and she was not in the habit of accompanying prospective tenants. A few minutes later a young man arrived. Mrs. James described him as tall and broad-shouldered, with a bronzed face and light grey eyes. He was clean-shaven and was wearing a brown suit. He explained to Mrs. James that he was a friend of the lady who had come to look over the house, but had stopped at the post office to send a telegram. She directed him to the house, and thought no more about the matter. Five minutes later he reappeared, handed her back the keys and explained that he feared the house would not suit them. Mrs. James did not see the lady, but thought that she had gone on ahead. What she did notice was that the young man seemed very much upset"
File 3 (tokenized_lemmatised_Agatha_Christie_Corpus_Combined_Paragraphs_10.csv),Who is actually 'the man in the brown suit'?,3,8.776683933986684,"Book 3 with the title 'The Missing Will', Chapter 5, Paragraph 4","the dead man’s pocket was merely one of those coincidences which so often occur in this life. A verdict of “Wilful Murder against some person or persons unknown” was returned, and the police (and the _Daily Budget_) were left to look for “the man in the brown suit.” Since Mrs. James was positive that there was no one in the house when the lady entered it, and that nobody except the young man in question entered it until the following afternoon, it seemed only logical to conclude that he was the murderer of the unfortunate Mrs. de Castina. She had been strangled with a piece of stout black cord, and had evidently been caught unawares with no time to cry out. The black silk handbag which she carried contained a well-filled notecase and some loose change, a fine lace handkerchief, unmarked, and the return half of a first-class ticket to London. Nothing much there to go upon. Such were the"
File 3 (tokenized_lemmatised_Agatha_Christie_Corpus_Combined_Paragraphs_10.csv),Who is actually 'the man in the brown suit'?,4,8.750721328121767,"Book 3 with the title 'The Missing Will', Chapter 5, Paragraph 5","details published broadcast by the _Daily Budget,_ and “Find the Man in the Brown Suit” was their daily war-cry. On an average about five hundred people wrote daily to announce their success in the quest, and tall young men with well-tanned faces cursed the day when their tailors had persuaded them to a brown suit. The accident in the Tube, dismissed as a coincidence, faded out of the public mind. Was it a coincidence? I was not so sure. No doubt I was prejudiced—the Tube incident was my own pet mystery—but there certainly seemed to me to be a connection of some kind between the two fatalities. In each there was a man with a tanned face—evidently an Englishman living abroad, and there were other things. It was the consideration of these other things that finally impelled me to what I considered a dashing step. I presented myself at Scotland Yard and demanded to see whoever was in charge of"
File 3 (tokenized_lemmatised_Agatha_Christie_Corpus_Combined_Paragraphs_10.csv),Who is actually 'the man in the brown suit'?,5,8.269453884502893,"Book 8 with the title 'The Plymouth Express Affair', Chapter 17, Paragraph 2","do anything low."" ""Would he not, Georges? I wonder now. Well, perhaps you are right."" There was a knock on the door. George went to it and opened it a discreet inch or two. A low murmured colloquy went on, and then the valet returned to Poirot. ""A note, sir."" Poirot took it. It was from M. Caux, the Commissary of Police. ""We are about to interrogate the Comte de la Roche. The Juge d'Instruction begs that you will be present."" ""Quickly, my suit, Georges! I must hasten myself."" A quarter of an hour later, spick and span in his brown suit, Poirot entered the Examining Magistrate's room. M. Caux was already there, and both he and M. Carrège greeted Poirot with polite _empressement_. ""The affair is somewhat discouraging,"" murmured M. Caux. ""It appears that the Comte arrived in Nice the day before the murder."" ""If that is true, it will settle your affair nicely for you,"" responded Poirot. M. Carrège cleared his throat. ""We must not accept this alibi without very cautious inquiry,"" he declared. He struck the bell upon the table with his hand. In another minute a tall dark man, exquisitely dressed, with a somewhat haughty cast of countenance, entered the room. So very aristocratic-looking was the Count, that it would have seemed sheer heresy even to whisper that his father had been an obscure corn-chandler in Nantes--which, as a matter of fact, was the case. Looking at"
File 4 (tokenized_lemmatised_Agatha_Christie_Corpus_Combined_Paragraphs_15.csv),Who is actually 'the man in the brown suit'?,1,13.022183008206113,"Book 3 with the title 'The Missing Will', Chapter 38, Paragraph 14","severed my connection with the _Daily Budget_ long ago—I had done with it sooner than it had done with me. _My Romantic Wedding_ was given a halo of publicity. My son is lying in the sun, kicking his legs. There’s a “man in a brown suit” if you like. He’s wearing as little as possible, which is the best costume for Africa, and is as brown as a berry."
File 4 (tokenized_lemmatised_Agatha_Christie_Corpus_Combined_Paragraphs_15.csv),Who is actually 'the man in the brown suit'?,2,11.782582792753253,"Book 3 with the title 'The Missing Will', Chapter 5, Paragraph 3","light grey eyes. He was clean-shaven and was wearing a brown suit. He explained to Mrs. James that he was a friend of the lady who had come to look over the house, but had stopped at the post office to send a telegram. She directed him to the house, and thought no more about the matter. Five minutes later he reappeared, handed her back the keys and explained that he feared the house would not suit them. Mrs. James did not see the lady, but thought that she had gone on ahead. What she did notice was that the young man seemed very much upset about"
File 4 (tokenized_lemmatised_Agatha_Christie_Corpus_Combined_Paragraphs_15.csv),Who is actually 'the man in the brown suit'?,3,10.468396982153743,"Book 3 with the title 'The Missing Will', Chapter 5, Paragraph 5","suicide. However, as the Tube victim was dead at two o’clock, and the woman was alive and well at three o’clock, the only logical conclusion to come to was that the two occurrences had nothing to do with each other, and that the order to view the house at Marlow found in the dead man’s pocket was merely one of those coincidences which so often occur in this life. A verdict of “Wilful Murder against some person or persons unknown” was returned, and the police (and the _Daily Budget_) were left to look for “the man in the brown suit.” Since Mrs. James was positive that there"
File 4 (tokenized_lemmatised_Agatha_Christie_Corpus_Combined_Paragraphs_15.csv),Who is actually 'the man in the brown suit'?,4,9.764275434540894,"Book 3 with the title 'The Missing Will', Chapter 5, Paragraph 7","broadcast by the _Daily Budget,_ and “Find the Man in the Brown Suit” was their daily war-cry. On an average about five hundred people wrote daily to announce their success in the quest, and tall young men with well-tanned faces cursed the day when their tailors had persuaded them to a brown suit. The accident in the Tube, dismissed as a coincidence, faded out of the public mind. Was it a coincidence? I was not so sure. No doubt I was prejudiced—the Tube incident was my own pet mystery—but there certainly seemed to me to be a connection of some kind between the two fatalities. In each"
File 4 (tokenized_lemmatised_Agatha_Christie_Corpus_Combined_Paragraphs_15.csv),Who is actually 'the man in the brown suit'?,5,9.276150261111457,"Book 8 with the title 'The Plymouth Express Affair', Chapter 17, Paragraph 3","""Quickly, my suit, Georges! I must hasten myself."" A quarter of an hour later, spick and span in his brown suit, Poirot entered the Examining Magistrate's room. M. Caux was already there, and both he and M. Carrège greeted Poirot with polite _empressement_. ""The affair is somewhat discouraging,"" murmured M. Caux. ""It appears that the Comte arrived in Nice the day before the murder."" ""If that is true, it will settle your affair nicely for you,"" responded Poirot. M. Carrège cleared his throat. ""We must not accept this alibi without very cautious inquiry,"" he declared. He struck the bell upon the table with his hand. In another minute a tall dark man, exquisitely dressed, with a somewhat haughty cast of countenance, entered the room. So very aristocratic-looking was the Count, that it would have seemed sheer heresy even to whisper that his father had been an obscure corn-chandler in Nantes--which, as a matter of fact, was the case. Looking at him,"
File 1 (tokenized_Agatha_Christie_Corpus_Combined_Paragraphs_10.csv),Hercule Poirot,1,5.839790059196304,"Book 8 with the title 'The Plymouth Express Affair', Chapter 36, Paragraph 10","is not going to be true for me."" ""Yes--yes, it is true. You are young, younger than you yourself know. Trust the train, Mademoiselle, for it is _le bon Dieu_ who drives it."" The whistle of the engine came again. ""Trust the train, Mademoiselle,"" murmured Poirot again. ""And trust Hercule Poirot. He knows."""
File 1 (tokenized_Agatha_Christie_Corpus_Combined_Paragraphs_10.csv),Hercule Poirot,2,5.676507180664808,"Book 8 with the title 'The Plymouth Express Affair', Chapter 22, Paragraph 1","M. Papopolous was at breakfast. Opposite him sat his daughter, Zia. There was a knock at the sitting-room door, and a chasseur entered with a card which he brought to Mr. Papopolous. The latter scrutinized it, raised his eyebrows, and passed it over to his daughter. ""Ah!"" said M. Papopolous, scratching his left ear thoughtfully, ""Hercule Poirot. I wonder now."" Father and daughter looked at each other. ""I saw him yesterday at the tennis,"" said M. Papopolous. ""Zia, I hardly like this."" ""He was very useful to you once,"" his daughter reminded him. ""That is true,"" acknowledged M. Papopolous; ""also he has retired from active work, so I hear."" These interchanges between father and daughter had passed in their own language. Now M. Papopolous turned to the chasseur and said in French: ""_Faites monter ce monsieur._"" A few minutes later Hercule Poirot, exquisitely attired, and swinging a cane with a jaunty air, entered"
File 1 (tokenized_Agatha_Christie_Corpus_Combined_Paragraphs_10.csv),Hercule Poirot,3,5.601163655011568,"Book 8 with the title 'The Plymouth Express Affair', Chapter 24, Paragraph 9","widows."" Derek Kettering stared at him, then he swung round on his heel and went up to the waiting car. Poirot looked after him with some interest. He saw the lovely vision lean out of the car and speak. Derek Kettering did not stop. He lifted his hat and passed straight on. ""_Ça y est_,"" said M. Hercule Poirot, ""it is time, I think, that I return _chez moi_."" He found the imperturbable George pressing trousers. ""A pleasant day, Georges, somewhat fatiguing, but not without interest,"" he said. George received these remarks in his usual wooden fashion. ""Indeed, sir."" ""The personality of a criminal, Georges, is an interesting matter. Many murderers are men of great personal charm."" ""I always heard, sir, that Dr. Crippen was a pleasant-spoken gentleman. And yet he cut up his wife like so much mincemeat."" ""Your instances are always apt, Georges."" The valet did not reply, and at that moment the telephone rang. Poirot took up the receiver. ""'Allo--'allo--yes, yes, it is Hercule Poirot who speaks."" ""This is Knighton. Will you hold the line a"
File 1 (tokenized_Agatha_Christie_Corpus_Combined_Paragraphs_10.csv),Hercule Poirot,4,5.593182547744963,"Book 8 with the title 'The Plymouth Express Affair', Chapter 20, Paragraph 3","don't you like about him?"" Katherine did not reply to the question, or at any rate not directly. ""He spoke of his wife's death,"" she said. ""He said he would not pretend that it had been anything but a bit of most marvellous luck for him."" ""And that shocked you, I suppose,"" said Lenox. She paused, and then added in rather a queer tone of voice: ""He likes you, Katherine."" ""He gave me a very good lunch,"" said Katherine, smiling. Lenox refused to be side-tracked. ""I saw it the night he came here,"" she said thoughtfully. ""The way he looked at you; and you are not his usual type--just the opposite. Well, I suppose it is like religion--you get it at a certain age."" ""Mademoiselle is wanted at the telephone,"" said Marie, appearing at the window of the salon. ""M. Hercule Poirot desires to speak with her."" ""More blood and thunder. Go on, Katherine; go and dally with your detective."" M. Hercule Poirot's voice came neat and precise in its intonation to"
File 1 (tokenized_Agatha_Christie_Corpus_Combined_Paragraphs_10.csv),Hercule Poirot,5,5.59314739746689,"Book 8 with the title 'The Plymouth Express Affair', Chapter 21, Paragraph 3","what he is really thinking. I remember I was staying at a house in Yorkshire, and Lady Clanravon's jewels were stolen. It seemed at first to be a simple robbery, but it completely baffled the local police. I wanted them to call in Hercule Poirot, and said he was the only man who could help them, but they pinned their faith to Scotland Yard."" ""And what happened?"" said Katherine curiously. ""The jewels were never recovered,"" said Knighton drily. ""You really do believe in him?"" ""I do indeed. The Comte de la Roche is a pretty wily customer. He has wriggled out of most things. But I think he has met his match in Hercule Poirot."" ""The Comte de la Roche,"" said Katherine thoughtfully; ""so you really think he did it?"" ""Of course."" Knighton looked at her in astonishment. ""Don't you?"" ""Oh yes,"" said Katherine hastily; ""that is, I mean, if it was not just an ordinary train robbery."" ""It might be, of course,"" agreed the other, ""but it seems to me that the Comte de la Roche fits into this business particularly well."" ""And yet he has an alibi."" ""Oh, alibis!"" Knighton laughed, his face broke into his attractive boyish smile. ""You confess that you read detective stories, Miss Grey. You must know that any one who has a perfect alibi is always open to grave suspicion."" ""Do you think that real life is like that?"" asked Katherine, smiling. ""Why not? Fiction is founded on fact."" ""But is rather superior to it,"" suggested Katherine. ""Perhaps. Anyway, if I was a criminal I should not like to have Hercule Poirot on my track."" ""No more should I,"" said Katherine,"
File 2 (tokenized_Agatha_Christie_Corpus_Combined_Paragraphs_15.csv),Hercule Poirot,1,6.644800895940888,"Book 8 with the title 'The Plymouth Express Affair', Chapter 36, Paragraph 15","yourself know. Trust the train, Mademoiselle, for it is _le bon Dieu_ who drives it."" The whistle of the engine came again. ""Trust the train, Mademoiselle,"" murmured Poirot again. ""And trust Hercule Poirot. He knows."""
File 2 (tokenized_Agatha_Christie_Corpus_Combined_Paragraphs_15.csv),Hercule Poirot,2,6.324702509202897,"Book 8 with the title 'The Plymouth Express Affair', Chapter 20, Paragraph 5","like religion--you get it at a certain age."" ""Mademoiselle is wanted at the telephone,"" said Marie, appearing at the window of the salon. ""M. Hercule Poirot desires to speak with her."" ""More blood and thunder. Go on, Katherine; go and dally with your detective."" M. Hercule Poirot's voice came neat and precise in its intonation to Katherine's ear. ""That is Mademoiselle Grey who speaks? _Bon._ Mademoiselle, I have a word for you from M. Van Aldin, the father of Madame Kettering. He wishes very much to speak with you, either at the Villa Marguerite or at his hotel, whichever you prefer."" Katherine reflected for a moment, but she decided that for Van Aldin to come"
File 2 (tokenized_Agatha_Christie_Corpus_Combined_Paragraphs_15.csv),Hercule Poirot,3,6.32131100709483,"Book 8 with the title 'The Plymouth Express Affair', Chapter 11, Paragraph 6","said Katherine; ""I don't even know her name."" ""Her name is Kettering. That we know from her passport and from the labels on her luggage. If we--"" There was a knock on the compartment door. M. Caux frowned. He opened it about six inches. ""What is the matter?"" he said peremptorily. ""I cannot be disturbed."" The egg-shaped head of Katherine's dinner acquaintance showed itself in the aperture. On his face was a beaming smile. ""My name,"" he said, ""is Hercule Poirot."" ""Not,"" the Commissary stammered, ""not _the_ Hercule Poirot?"" ""The same,"" said M. Poirot. ""I remember meeting you once, M. Caux, at the _Sûreté_ in Paris, though doubtless you have forgotten me?"" ""Not at all, Monsieur, not at all,"" declared the Commissary heartily. ""But enter, I pray of you. You know of this--"" ""Yes, I know,"" said Hercule Poirot. ""I came to see if I might be of any assistance?"" ""We should be flattered,"" replied the Commissary promptly. ""Let me present you, M. Poirot, to""--he consulted the passport he still held in his hand--""to Madame--er--Mademoiselle Grey."" Poirot smiled across at Katherine. ""It is strange, is it not,"" he murmured, ""that my words should have come true so quickly?"" ""Mademoiselle, alas! can tell us very little,"" said the Commissary. ""I have been explaining,"" said Katherine, ""that this poor lady was a complete stranger to me."" Poirot"
File 2 (tokenized_Agatha_Christie_Corpus_Combined_Paragraphs_15.csv),Hercule Poirot,4,5.6992138795507366,"Book 8 with the title 'The Plymouth Express Affair', Chapter 29, Paragraph 8","You have seen the gentle, the calm Hercule Poirot; but there is another Hercule Poirot. I go now to bully, to threaten, to strike terror into the hearts of those who listen to me."" He looked at them in a self-satisfied way, and they both appeared to be duly impressed, though Lenox was biting her under lip, and the corners of Katherine's mouth had a suspicious twitch. ""And I shall do it,"" he said gravely. ""Oh yes, I shall succeed."" He had gone but a few steps when Katherine's voice made him turn. ""M. Poirot, I--I want to tell you. I think you were right in what you said. I am going back to England almost immediately."" Poirot stared at her very hard, and under the directness of his scrutiny she blushed. ""I see,"" he said gravely. ""I don't believe you do,"" said Katherine. ""I know more than you think, Mademoiselle,"" he said quietly. He left her, with an odd little smile upon his lips. Entering a waiting car, he drove to Antibes. Hippolyte, the Comte de la Roche's wooden-faced man-servant, was busy at"
File 2 (tokenized_Agatha_Christie_Corpus_Combined_Paragraphs_15.csv),Hercule Poirot,5,5.483879229844881,"Book 8 with the title 'The Plymouth Express Affair', Chapter 23, Paragraph 10","of surprise at seeing him and quickly shuts the door between the two compartments since it is possible that their conversation may be of a private nature."" He leaned back in his chair and watched the suggestion slowly take effect. No one knew better than Hercule Poirot that the class to which Mason belongs cannot be hurried. He must give her time to get rid of her own preconceived ideas."
File 3 (tokenized_lemmatised_Agatha_Christie_Corpus_Combined_Paragraphs_10.csv),Hercule Poirot,1,5.8707824154022,"Book 8 with the title 'The Plymouth Express Affair', Chapter 36, Paragraph 10","is not going to be true for me."" ""Yes--yes, it is true. You are young, younger than you yourself know. Trust the train, Mademoiselle, for it is _le bon Dieu_ who drives it."" The whistle of the engine came again. ""Trust the train, Mademoiselle,"" murmured Poirot again. ""And trust Hercule Poirot. He knows."""
File 3 (tokenized_lemmatised_Agatha_Christie_Corpus_Combined_Paragraphs_10.csv),Hercule Poirot,2,5.708145337446079,"Book 8 with the title 'The Plymouth Express Affair', Chapter 22, Paragraph 1","M. Papopolous was at breakfast. Opposite him sat his daughter, Zia. There was a knock at the sitting-room door, and a chasseur entered with a card which he brought to Mr. Papopolous. The latter scrutinized it, raised his eyebrows, and passed it over to his daughter. ""Ah!"" said M. Papopolous, scratching his left ear thoughtfully, ""Hercule Poirot. I wonder now."" Father and daughter looked at each other. ""I saw him yesterday at the tennis,"" said M. Papopolous. ""Zia, I hardly like this."" ""He was very useful to you once,"" his daughter reminded him. ""That is true,"" acknowledged M. Papopolous; ""also he has retired from active work, so I hear."" These interchanges between father and daughter had passed in their own language. Now M. Papopolous turned to the chasseur and said in French: ""_Faites monter ce monsieur._"" A few minutes later Hercule Poirot, exquisitely attired, and swinging a cane with a jaunty air, entered"
File 3 (tokenized_lemmatised_Agatha_Christie_Corpus_Combined_Paragraphs_10.csv),Hercule Poirot,3,5.630772740787447,"Book 8 with the title 'The Plymouth Express Affair', Chapter 24, Paragraph 9","widows."" Derek Kettering stared at him, then he swung round on his heel and went up to the waiting car. Poirot looked after him with some interest. He saw the lovely vision lean out of the car and speak. Derek Kettering did not stop. He lifted his hat and passed straight on. ""_Ça y est_,"" said M. Hercule Poirot, ""it is time, I think, that I return _chez moi_."" He found the imperturbable George pressing trousers. ""A pleasant day, Georges, somewhat fatiguing, but not without interest,"" he said. George received these remarks in his usual wooden fashion. ""Indeed, sir."" ""The personality of a criminal, Georges, is an interesting matter. Many murderers are men of great personal charm."" ""I always heard, sir, that Dr. Crippen was a pleasant-spoken gentleman. And yet he cut up his wife like so much mincemeat."" ""Your instances are always apt, Georges."" The valet did not reply, and at that moment the telephone rang. Poirot took up the receiver. ""'Allo--'allo--yes, yes, it is Hercule Poirot who speaks."" ""This is Knighton. Will you hold the line a"
File 3 (tokenized_lemmatised_Agatha_Christie_Corpus_Combined_Paragraphs_10.csv),Hercule Poirot,4,5.624356292570756,"Book 8 with the title 'The Plymouth Express Affair', Chapter 20, Paragraph 3","don't you like about him?"" Katherine did not reply to the question, or at any rate not directly. ""He spoke of his wife's death,"" she said. ""He said he would not pretend that it had been anything but a bit of most marvellous luck for him."" ""And that shocked you, I suppose,"" said Lenox. She paused, and then added in rather a queer tone of voice: ""He likes you, Katherine."" ""He gave me a very good lunch,"" said Katherine, smiling. Lenox refused to be side-tracked. ""I saw it the night he came here,"" she said thoughtfully. ""The way he looked at you; and you are not his usual type--just the opposite. Well, I suppose it is like religion--you get it at a certain age."" ""Mademoiselle is wanted at the telephone,"" said Marie, appearing at the window of the salon. ""M. Hercule Poirot desires to speak with her."" ""More blood and thunder. Go on, Katherine; go and dally with your detective."" M. Hercule Poirot's voice came neat and precise in its intonation to"
File 3 (tokenized_lemmatised_Agatha_Christie_Corpus_Combined_Paragraphs_10.csv),Hercule Poirot,5,5.624320946381715,"Book 8 with the title 'The Plymouth Express Affair', Chapter 21, Paragraph 3","what he is really thinking. I remember I was staying at a house in Yorkshire, and Lady Clanravon's jewels were stolen. It seemed at first to be a simple robbery, but it completely baffled the local police. I wanted them to call in Hercule Poirot, and said he was the only man who could help them, but they pinned their faith to Scotland Yard."" ""And what happened?"" said Katherine curiously. ""The jewels were never recovered,"" said Knighton drily. ""You really do believe in him?"" ""I do indeed. The Comte de la Roche is a pretty wily customer. He has wriggled out of most things. But I think he has met his match in Hercule Poirot."" ""The Comte de la Roche,"" said Katherine thoughtfully; ""so you really think he did it?"" ""Of course."" Knighton looked at her in astonishment. ""Don't you?"" ""Oh yes,"" said Katherine hastily; ""that is, I mean, if it was not just an ordinary train robbery."" ""It might be, of course,"" agreed the other, ""but it seems to me that the Comte de la Roche fits into this business particularly well."" ""And yet he has an alibi."" ""Oh, alibis!"" Knighton laughed, his face broke into his attractive boyish smile. ""You confess that you read detective stories, Miss Grey. You must know that any one who has a perfect alibi is always open to grave suspicion."" ""Do you think that real life is like that?"" asked Katherine, smiling. ""Why not? Fiction is founded on fact."" ""But is rather superior to it,"" suggested Katherine. ""Perhaps. Anyway, if I was a criminal I should not like to have Hercule Poirot on my track."" ""No more should I,"" said Katherine,"
