book_id,book_title,chapter_id,chapter_title,paragraph_id,paragraph_text,tokenized
2,The Hunter's Lodge Case,1,*       *       *       *       *,11,"same time, the mistress she comes out too, and just then there was a shot and then a dreadful silence. We both ran to the gun-room door, but it was locked, and we had to go round to the window. It was","['time', 'mistress', 'comes', 'shot', 'dreadful', 'silence', 'We', 'ran', 'gun', 'room', 'door', 'locked', 'go', 'round', 'window', 'It']"
2,The Hunter's Lodge Case,1,*       *       *       *       *,12,"open, and there inside was Mr. Pace, all shot and bleeding.” “What became of the man?” “He must have got away through the window, sir, before we got to it.” “And then?” “Mrs. Havering sent me to fetch the police. Five miles","['open', 'inside', 'Mr.', 'Pace', 'shot', 'bleeding', 'What', 'became', 'man', 'He', 'must', 'got', 'away', 'window', 'sir', 'got', 'And', 'Mrs.', 'Havering', 'sent', 'fetch', 'police', 'Five', 'miles']"
2,The Hunter's Lodge Case,1,*       *       *       *       *,13,"to walk, it was. They came back with me; and the constable, he stayed all night; and this morning the police gentleman from London arrived.” “What was this man like who called to see Mr. Pace?” The housekeeper reflected. “He had a","['walk', 'They', 'came', 'back', 'constable', 'stayed', 'night', 'morning', 'police', 'gentleman', 'London', 'arrived', 'What', 'man', 'like', 'called', 'see', 'Mr.', 'Pace', 'The', 'housekeeper', 'reflected', 'He']"
2,The Hunter's Lodge Case,1,*       *       *       *       *,14,"black beard, sir, and was about middle-aged, and had on a light overcoat. Beyond the fact that he spoke like an American, I didn’t notice much about him.” “I see. Now, I wonder if I can see Mrs. Havering?” “She’s upstairs, sir.","['black', 'beard', 'sir', 'middle', 'aged', 'light', 'overcoat', 'Beyond', 'fact', 'spoke', 'like', 'American', 'I', 'n’t', 'notice', 'much', 'I', 'see', 'Now', 'I', 'wonder', 'I', 'see', 'Mrs.', 'Havering', 'She', '’s', 'upstairs', 'sir']"
2,The Hunter's Lodge Case,1,*       *       *       *       *,15,"Shall I tell her?” “If you please. Tell her that Mr. Havering is outside with Inspector Japp, and that the gentleman he has brought back with him from London is anxious to speak to her as soon as possible.” “Very good, sir.”","['Shall', 'I', 'tell', 'If', 'please', 'Tell', 'Mr.', 'Havering', 'outside', 'Inspector', 'Japp', 'gentleman', 'brought', 'back', 'London', 'anxious', 'speak', 'soon', 'possible', 'Very', 'good', 'sir']"
2,The Hunter's Lodge Case,2,*       *       *       *       *,1,"I was in a fever of impatience to get at all the facts. Japp had two or three hours start of me, and his anxiety to be gone made","['I', 'fever', 'impatience', 'get', 'facts', 'Japp', 'two', 'three', 'hours', 'start', 'anxiety', 'gone', 'made']"
2,The Hunter's Lodge Case,2,*       *       *       *       *,2,"me keen to be close at his heels. Mrs. Havering did not keep me waiting long. In a few minutes I heard a light step descending the stairs, and","['keen', 'close', 'heels', 'Mrs.', 'Havering', 'keep', 'waiting', 'long', 'In', 'minutes', 'I', 'heard', 'light', 'step', 'descending', 'stairs']"
2,The Hunter's Lodge Case,2,*       *       *       *       *,3,"looked up to see a very handsome young woman coming toward me. She wore a flame-colored jumper, that set off the slender boyishness of her figure. On her dark","['looked', 'see', 'handsome', 'young', 'woman', 'coming', 'toward', 'She', 'wore', 'flame', 'colored', 'jumper', 'set', 'slender', 'boyishness', 'figure', 'On', 'dark']"
2,The Hunter's Lodge Case,2,*       *       *       *       *,4,"head was a little hat of flame-colored leather. Even the present tragedy could not dim the vitality of her personality. I introduced myself, and she nodded in quick comprehension.","['head', 'little', 'hat', 'flame', 'colored', 'leather', 'Even', 'present', 'tragedy', 'could', 'dim', 'vitality', 'personality', 'I', 'introduced', 'nodded', 'quick', 'comprehension']"
2,The Hunter's Lodge Case,2,*       *       *       *       *,5,"“Of course I have often heard of you and your colleague, M. Poirot. You have done some wonderful things together, haven’t you? It was very clever of my husband","['Of', 'course', 'I', 'often', 'heard', 'colleague', 'M.', 'Poirot', 'You', 'done', 'wonderful', 'things', 'together', 'n’t', 'It', 'clever', 'husband']"
2,The Hunter's Lodge Case,2,*       *       *       *       *,6,"to get you so promptly. Now, will you ask me questions? That is the easiest way, isn’t it, of getting to know all you want to about this","['get', 'promptly', 'Now', 'ask', 'questions', 'That', 'easiest', 'way', 'n’t', 'getting', 'know', 'want']"
2,The Hunter's Lodge Case,2,*       *       *       *       *,7,"dreadful affair?” “Thank you, Mrs. Havering. Now, what time was it that this man arrived?” “It must have been just before nine o’clock. We had finished dinner, and","['dreadful', 'affair', 'Thank', 'Mrs.', 'Havering', 'Now', 'time', 'man', 'arrived', 'It', 'must', 'nine', 'o’clock', 'We', 'finished', 'dinner']"
2,The Hunter's Lodge Case,2,*       *       *       *       *,8,"were sitting over our coffee and cigarettes.” “Your husband had already left for London?” “Yes, he went up by the six-fifteen.” “Did he go by car to the","['sitting', 'coffee', 'cigarettes', 'Your', 'husband', 'already', 'left', 'London', 'Yes', 'went', 'six', 'fifteen', 'Did', 'go', 'car']"
2,The Hunter's Lodge Case,2,*       *       *       *       *,9,"station, or did he walk?” “Our own car isn’t down here. One came out from the garage in Elmer’s Dale to fetch him in time for the train.”","['station', 'walk', 'Our', 'car', 'n’t', 'One', 'came', 'garage', 'Elmer', '’s', 'Dale', 'fetch', 'time', 'train']"
2,The Hunter's Lodge Case,2,*       *       *       *       *,10,"“Was Mr. Pace quite his usual self?” “Absolutely—most normal in every way.” “Now, can you describe this visitor at all?” “I’m afraid not. I didn’t see him. Mrs.","['Was', 'Mr.', 'Pace', 'quite', 'usual', 'self', 'Absolutely', 'normal', 'every', 'way', 'Now', 'describe', 'visitor', 'I', '’m', 'afraid', 'I', 'n’t', 'see', 'Mrs.']"
2,The Hunter's Lodge Case,2,*       *       *       *       *,11,"Middleton showed him straight into the gun-room and then came to tell my uncle.” “What did your uncle say?” “He seemed rather annoyed, but went off at once.","['Middleton', 'showed', 'straight', 'gun', 'room', 'came', 'tell', 'uncle', 'What', 'uncle', 'say', 'He', 'seemed', 'rather', 'annoyed', 'went']"
2,The Hunter's Lodge Case,2,*       *       *       *       *,12,"It was about five minutes later that I heard the sound of raised voices. I ran out into the hall, and almost collided with Mrs. Middleton. Then we","['It', 'five', 'minutes', 'later', 'I', 'heard', 'sound', 'raised', 'voices', 'I', 'ran', 'hall', 'almost', 'collided', 'Mrs.', 'Middleton', 'Then']"
2,The Hunter's Lodge Case,2,*       *       *       *       *,13,"heard the shot. The gun-room door was locked on the inside, and we had to go round the house to the window. Of course that took some time,","['heard', 'shot', 'The', 'gun', 'room', 'door', 'locked', 'inside', 'go', 'round', 'house', 'window', 'Of', 'course', 'took', 'time']"
2,The Hunter's Lodge Case,2,*       *       *       *       *,14,"and the murderer had been able to get well away. My poor uncle”—her voice faltered—“had been shot through the head. I saw at once that he was dead,","['murderer', 'able', 'get', 'well', 'away', 'My', 'poor', 'uncle”—her', 'voice', 'faltered—“had', 'shot', 'head', 'I', 'saw', 'dead']"
2,The Hunter's Lodge Case,2,*       *       *       *       *,15,and I sent Mrs. Middleton for the police straight away. I was careful to touch nothing in the room but to leave it exactly as I found it.”,"['I', 'sent', 'Mrs.', 'Middleton', 'police', 'straight', 'away', 'I', 'careful', 'touch', 'nothing', 'room', 'leave', 'exactly', 'I', 'found']"
2,The Hunter's Lodge Case,3,*       *       *       *       *,1,"I nodded approval. “Now, as to the weapon?” “Well, I can make a guess at it, Captain Hastings.","['I', 'nodded', 'approval', 'Now', 'weapon', 'Well', 'I', 'make', 'guess', 'Captain', 'Hastings']"
2,The Hunter's Lodge Case,3,*       *       *       *       *,2,A pair of revolvers of my husband’s were mounted upon the wall. One of them is missing. I,"['A', 'pair', 'revolvers', 'husband', '’s', 'mounted', 'upon', 'wall', 'One', 'missing', 'I']"
2,The Hunter's Lodge Case,3,*       *       *       *       *,3,"pointed this out to the police, and they took the other one away with them. When they have","['pointed', 'police', 'took', 'one', 'away', 'When']"
2,The Hunter's Lodge Case,3,*       *       *       *       *,4,"extracted the bullet, I suppose they will know for certain.” “May I go to the gun-room?” “Certainly. The","['extracted', 'bullet', 'I', 'suppose', 'know', 'certain', 'May', 'I', 'go', 'gun', 'room', 'Certainly', 'The']"
2,The Hunter's Lodge Case,3,*       *       *       *       *,5,police have finished with it. But the body has been removed.” She accompanied me to the scene of,"['police', 'finished', 'But', 'body', 'removed', 'She', 'accompanied', 'scene']"
2,The Hunter's Lodge Case,3,*       *       *       *       *,6,"the crime. At that moment Havering entered the hall, and with a quick apology, his wife ran to","['crime', 'At', 'moment', 'Havering', 'entered', 'hall', 'quick', 'apology', 'wife', 'ran']"
2,The Hunter's Lodge Case,3,*       *       *       *       *,7,him. I was left to undertake my investigations alone. I may as well confess at once that they,"['I', 'left', 'undertake', 'investigations', 'alone', 'I', 'may', 'well', 'confess']"
2,The Hunter's Lodge Case,3,*       *       *       *       *,8,"were rather disappointing. In detective-novels, clues abound, but here I could find nothing that struck me as","['rather', 'disappointing', 'In', 'detective', 'novels', 'clues', 'abound', 'I', 'could', 'find', 'nothing', 'struck']"
2,The Hunter's Lodge Case,3,*       *       *       *       *,9,out of the ordinary except a large bloodstain on the carpet where I judged the dead man,"['ordinary', 'except', 'large', 'bloodstain', 'carpet', 'I', 'judged', 'dead', 'man']"
2,The Hunter's Lodge Case,3,*       *       *       *       *,10,had fallen. I examined everything with painstaking care and took a couple of pictures of the room,"['fallen', 'I', 'examined', 'everything', 'painstaking', 'care', 'took', 'couple', 'pictures', 'room']"
2,The Hunter's Lodge Case,3,*       *       *       *       *,11,"with my little camera, which I had brought with me. I also examined the ground outside the","['little', 'camera', 'I', 'brought', 'I', 'also', 'examined', 'ground', 'outside']"
2,The Hunter's Lodge Case,3,*       *       *       *       *,12,"window, but it appeared to have been so heavily trampled that I judged it was useless to","['window', 'appeared', 'heavily', 'trampled', 'I', 'judged', 'useless']"
2,The Hunter's Lodge Case,3,*       *       *       *       *,13,waste time over it. Now I had seen all that Hunter’s Lodge had to show me. I,"['waste', 'time', 'Now', 'I', 'seen', 'Hunter', '’s', 'Lodge', 'show', 'I']"
2,The Hunter's Lodge Case,3,*       *       *       *       *,14,must go back to Elmer’s Dale and get into touch with Japp. Accordingly I took leave of,"['must', 'go', 'back', 'Elmer', '’s', 'Dale', 'get', 'touch', 'Japp', 'Accordingly', 'I', 'took', 'leave']"
2,The Hunter's Lodge Case,3,*       *       *       *       *,15,"the Haverings, and was driven off in the car that had brought us up from the station.","['Haverings', 'driven', 'car', 'brought', 'us', 'station']"
2,The Hunter's Lodge Case,4,*       *       *       *       *,1,"Japp I found at the Matlock Arms, and he took me forthwith to see the body. Harrington Pace was a small, spare, cleanshaven man, typically","['Japp', 'I', 'found', 'Matlock', 'Arms', 'took', 'forthwith', 'see', 'body', 'Harrington', 'Pace', 'small', 'spare', 'cleanshaven', 'man', 'typically']"
2,The Hunter's Lodge Case,4,*       *       *       *       *,2,"American in appearance. He had been shot through the back of the head, and the revolver had been discharged at close quarters. “Turned away for","['American', 'appearance', 'He', 'shot', 'back', 'head', 'revolver', 'discharged', 'close', 'quarters', 'Turned', 'away']"
2,The Hunter's Lodge Case,4,*       *       *       *       *,3,"a moment,” remarked Japp, “and the other fellow snatched up a revolver and shot him. The one Mrs. Havering handed over to us was fully","['moment', 'remarked', 'Japp', 'fellow', 'snatched', 'revolver', 'shot', 'The', 'one', 'Mrs.', 'Havering', 'handed', 'us', 'fully']"
2,The Hunter's Lodge Case,4,*       *       *       *       *,4,"loaded, and I suppose the other one was also. Curious what darn fool things people do. Fancy keeping two loaded revolvers hanging up on your","['loaded', 'I', 'suppose', 'one', 'also', 'Curious', 'darn', 'fool', 'things', 'people', 'Fancy', 'keeping', 'two', 'loaded', 'revolvers', 'hanging']"
2,The Hunter's Lodge Case,4,*       *       *       *       *,5,"wall!” “What do you think of the case?” I asked as we left the gruesome chamber behind us. “Well, I’d got my eye on Havering","['wall', 'What', 'think', 'case', 'I', 'asked', 'left', 'gruesome', 'chamber', 'behind', 'us', 'Well', 'I', '’d', 'got', 'eye', 'Havering']"
2,The Hunter's Lodge Case,4,*       *       *       *       *,6,"to begin with.... Oh, yes,”—noting my exclamation of astonishment,—“Havering has one or two shady incidents in his past. When he was a boy at Oxford,","['begin', '....', 'Oh', 'yes,”—noting', 'exclamation', 'astonishment,—“Havering', 'one', 'two', 'shady', 'incidents', 'past', 'When', 'boy', 'Oxford']"
2,The Hunter's Lodge Case,4,*       *       *       *       *,7,"there was some funny business about the signature on one of his father’s checks. All hushed up, of course. Then he’s pretty heavily in debt","['funny', 'business', 'signature', 'one', 'father', '’s', 'checks', 'All', 'hushed', 'course', 'Then', '’s', 'pretty', 'heavily', 'debt']"
2,The Hunter's Lodge Case,4,*       *       *       *       *,8,"now, and they’re the kind of debts he wouldn’t like to go to his uncle about; whereas you may be sure the uncle’s will","['’re', 'kind', 'debts', 'would', 'n’t', 'like', 'go', 'uncle', 'whereas', 'may', 'sure', 'uncle', '’s']"
2,The Hunter's Lodge Case,4,*       *       *       *       *,9,"would be in his favor. Yes, I’d got my eye on him, and that’s why I wanted to speak to him before he saw","['would', 'favor', 'Yes', 'I', '’d', 'got', 'eye', '’s', 'I', 'wanted', 'speak', 'saw']"
2,The Hunter's Lodge Case,4,*       *       *       *       *,10,"his wife; but their statements dovetail all right, and I’ve been to the station, and there’s no doubt whatever that he left by the","['wife', 'statements', 'dovetail', 'right', 'I', '’ve', 'station', '’s', 'doubt', 'whatever', 'left']"
2,The Hunter's Lodge Case,4,*       *       *       *       *,11,"six-fifteen. That gets up to London about ten-thirty. He went straight to his club, he says, and if that’s confirmed all right—why, he couldn’t","['six', 'fifteen', 'That', 'gets', 'London', 'ten', 'thirty', 'He', 'went', 'straight', 'club', 'says', '’s', 'confirmed', 'right', 'could', 'n’t']"
2,The Hunter's Lodge Case,4,*       *       *       *       *,12,"have been shooting his uncle here at nine o’clock in a black beard!” “Ah, yes—I was going to ask you what you thought about","['shooting', 'uncle', 'nine', 'o’clock', 'black', 'beard', 'Ah', 'yes', 'I', 'going', 'ask', 'thought']"
2,The Hunter's Lodge Case,4,*       *       *       *       *,13,that beard?” Japp winked. “I think it grew pretty fast—grew in the five miles from Elmer’s Dale to Hunter’s Lodge. Americans that I’ve met,"['beard', 'Japp', 'winked', 'I', 'think', 'grew', 'pretty', 'fast', 'grew', 'five', 'miles', 'Elmer', '’s', 'Dale', 'Hunter', '’s', 'Lodge', 'Americans', 'I', '’ve', 'met']"
2,The Hunter's Lodge Case,4,*       *       *       *       *,14,"are mostly clean shaven. I questioned the housekeeper first, and then her mistress, and their stories agree all right; but I’m sorry Mrs. Havering","['mostly', 'clean', 'shaven', 'I', 'questioned', 'housekeeper', 'first', 'mistress', 'stories', 'agree', 'right', 'I', '’m', 'sorry', 'Mrs.', 'Havering']"
2,The Hunter's Lodge Case,4,*       *       *       *       *,15,"didn’t get a look at the fellow. She’s a smart woman, and she might have noticed something that would set us on the track.”","['n’t', 'get', 'look', 'fellow', 'She', '’s', 'smart', 'woman', 'might', 'noticed', 'something', 'would', 'set', 'us', 'track']"
2,The Hunter's Lodge Case,5,*       *       *       *       *,1,I sat down and wrote a minute and lengthy account to Poirot. I was able to add various further items of information before I posted the letter. The bullet,"['I', 'sat', 'wrote', 'minute', 'lengthy', 'account', 'Poirot', 'I', 'able', 'add', 'various', 'items', 'information', 'I', 'posted', 'letter', 'The', 'bullet']"
2,The Hunter's Lodge Case,5,*       *       *       *       *,2,"had been extracted and was proved to have been fired from a revolver identical in size to the one held by the police. Furthermore, Mr. Havering’s movements on the","['extracted', 'proved', 'fired', 'revolver', 'identical', 'size', 'one', 'held', 'police', 'Furthermore', 'Mr.', 'Havering', '’s', 'movements']"
2,The Hunter's Lodge Case,5,*       *       *       *       *,3,"night in question had been checked and verified, and it was proved beyond doubt that he had actually arrived in London by the train in question. And thirdly, a","['night', 'question', 'checked', 'verified', 'proved', 'beyond', 'doubt', 'actually', 'arrived', 'London', 'train', 'question', 'And', 'thirdly']"
2,The Hunter's Lodge Case,5,*       *       *       *       *,4,"sensational development had occurred. A city gentleman, living at Ealing, on crossing Haven Green to get to the District Railway station that morning, had observed a brown paper parcel","['sensational', 'development', 'occurred', 'A', 'city', 'gentleman', 'living', 'Ealing', 'crossing', 'Haven', 'Green', 'get', 'District', 'Railway', 'station', 'morning', 'observed', 'brown', 'paper', 'parcel']"
2,The Hunter's Lodge Case,5,*       *       *       *       *,5,"stuck between the railings. Opening it, he found that it contained a revolver. He handed the parcel over to the local police station, and before night it was proved","['stuck', 'railings', 'Opening', 'found', 'contained', 'revolver', 'He', 'handed', 'parcel', 'local', 'police', 'station', 'night', 'proved']"
2,The Hunter's Lodge Case,5,*       *       *       *       *,6,"to be the one we were in search of, the fellow to that given us by Mrs. Havering. One bullet had been fired from it. All this I added","['one', 'search', 'fellow', 'given', 'us', 'Mrs.', 'Havering', 'One', 'bullet', 'fired', 'All', 'I', 'added']"
2,The Hunter's Lodge Case,5,*       *       *       *       *,7,to my report. A wire from Poirot arrived while I was at breakfast the following morning: Of course black-bearded man was not Havering. Only you or Japp would have,"['report', 'A', 'wire', 'Poirot', 'arrived', 'I', 'breakfast', 'following', 'morning', 'Of', 'course', 'black', 'bearded', 'man', 'Havering', 'Only', 'Japp', 'would']"
2,The Hunter's Lodge Case,5,*       *       *       *       *,8,such an idea. Wire me description of housekeeper and what clothes she wore this morning. Same of Mrs. Havering. Do not waste time taking photographs of interiors. They are,"['idea', 'Wire', 'description', 'housekeeper', 'clothes', 'wore', 'morning', 'Same', 'Mrs.', 'Havering', 'Do', 'waste', 'time', 'taking', 'photographs', 'interiors', 'They']"
2,The Hunter's Lodge Case,5,*       *       *       *       *,9,underexposed and not in the least artistic. It seemed to me that Poirot’s style was unnecessarily facetious. I also fancied he was a shade jealous of my position on,"['underexposed', 'least', 'artistic', 'It', 'seemed', 'Poirot', '’s', 'style', 'unnecessarily', 'facetious', 'I', 'also', 'fancied', 'shade', 'jealous', 'position']"
2,The Hunter's Lodge Case,5,*       *       *       *       *,10,"the spot, with full facilities for handling the case. His request for a description of the clothes worn by the two women appeared to me to be simply","['spot', 'full', 'facilities', 'handling', 'case', 'His', 'request', 'description', 'clothes', 'worn', 'two', 'women', 'appeared', 'simply']"
2,The Hunter's Lodge Case,5,*       *       *       *       *,11,"ridiculous, but I complied as well as I, a mere man, was able to. At eleven a reply wire came from Poirot: Advise Japp arrest housekeeper before it","['ridiculous', 'I', 'complied', 'well', 'I', 'mere', 'man', 'able', 'At', 'eleven', 'reply', 'wire', 'came', 'Poirot', 'Advise', 'Japp', 'arrest', 'housekeeper']"
2,The Hunter's Lodge Case,5,*       *       *       *       *,12,"is too late. Dumfounded, I took the wire to Japp. He swore softly under his breath. “He’s the goods, M. Poirot! If he says so, there’s something in","['late', 'Dumfounded', 'I', 'took', 'wire', 'Japp', 'He', 'swore', 'softly', 'breath', 'He', '’s', 'goods', 'M.', 'Poirot', 'If', 'says', '’s', 'something']"
2,The Hunter's Lodge Case,5,*       *       *       *       *,13,"it. And I hardly noticed the woman! I don’t know that I can go so far as arresting her, but I’ll have her watched. We’ll go up right","['And', 'I', 'hardly', 'noticed', 'woman', 'I', 'n’t', 'know', 'I', 'go', 'far', 'arresting', 'I', '’ll', 'watched', 'We', '’ll', 'go', 'right']"
2,The Hunter's Lodge Case,5,*       *       *       *       *,14,"away and take another look at her.” But it was too late. Mrs. Middleton, that quiet, middle-aged woman, who had appeared so normal and respectable, had vanished into","['away', 'take', 'another', 'look', 'But', 'late', 'Mrs.', 'Middleton', 'quiet', 'middle', 'aged', 'woman', 'appeared', 'normal', 'respectable', 'vanished']"
2,The Hunter's Lodge Case,5,*       *       *       *       *,15,"thin air. Her box had been left behind. It contained only ordinary wearing apparel. There was no clue in it to her identity, or as to her whereabouts.","['thin', 'air', 'Her', 'box', 'left', 'behind', 'It', 'contained', 'ordinary', 'wearing', 'apparel', 'There', 'clue', 'identity', 'whereabouts']"
2,The Hunter's Lodge Case,6,*       *       *       *       *,1,"From Mrs. Havering we elicited all the facts we could. “I engaged her about three weeks ago, when Mrs. Emery, our former housekeeper, left. She came to me from Mrs. Selboume’s Agency in Mount St.—a very well-known place. I get all my servants from there. They sent several women to see me, but this Mrs. Middleton seemed much the nicest, and had splendid references. I engaged her on the spot, and notified the Agency of the fact. I can’t believe","['From', 'Mrs.', 'Havering', 'elicited', 'facts', 'could', 'I', 'engaged', 'three', 'weeks', 'ago', 'Mrs.', 'Emery', 'former', 'housekeeper', 'left', 'She', 'came', 'Mrs.', 'Selboume', '’s', 'Agency', 'Mount', 'St.—a', 'well', 'known', 'place', 'I', 'get', 'servants', 'They', 'sent', 'several', 'women', 'see', 'Mrs.', 'Middleton', 'seemed', 'much', 'nicest', 'splendid', 'references', 'I', 'engaged', 'spot', 'notified', 'Agency', 'fact', 'I', 'ca', 'n’t', 'believe']"
2,The Hunter's Lodge Case,6,*       *       *       *       *,2,"that there was anything wrong with her. She was such a nice, quiet woman.” The thing was certainly a mystery. While it was clear that the woman herself could not have committed the crime, since at the moment the shot was fired Mrs. Havering was with her in the hall, nevertheless she must have some connection with the murder, or why should she suddenly take to her heels and bolt? I wired the latest development to Poirot, and suggested returning","['anything', 'wrong', 'She', 'nice', 'quiet', 'woman', 'The', 'thing', 'certainly', 'mystery', 'While', 'clear', 'woman', 'could', 'committed', 'crime', 'since', 'moment', 'shot', 'fired', 'Mrs.', 'Havering', 'hall', 'nevertheless', 'must', 'connection', 'murder', 'suddenly', 'take', 'heels', 'bolt', 'I', 'wired', 'latest', 'development', 'Poirot', 'suggested', 'returning']"
2,The Hunter's Lodge Case,6,*       *       *       *       *,3,"to London and making inquiries at Selbourne’s Agency. Poirot’s reply was prompt: Useless to inquire at Agency. They will never have heard of her. Find out what vehicle took her up to Hunter’s Lodge when she first arrived there. Though mystified, I was obedient. The means of transport in Elmer’s Dale were limited. The local garage had two cars, and there were two station flies. None of these had been requisitioned on the date in question. I may also mention","['London', 'making', 'inquiries', 'Selbourne', '’s', 'Agency', 'Poirot', '’s', 'reply', 'prompt', 'Useless', 'inquire', 'Agency', 'They', 'never', 'heard', 'Find', 'vehicle', 'took', 'Hunter', '’s', 'Lodge', 'first', 'arrived', 'Though', 'mystified', 'I', 'obedient', 'The', 'means', 'transport', 'Elmer', '’s', 'Dale', 'limited', 'The', 'local', 'garage', 'two', 'cars', 'two', 'station', 'flies', 'None', 'requisitioned', 'date', 'question', 'I', 'may', 'also', 'mention']"
