book_id,book_title,chapter_id,chapter_title,paragraph_id,paragraph_text
2,The Hunter's Lodge Case,5,*       *       *       *       *,5,I added to my report. A wire from Poirot arrived while I was at breakfast the following morning: Of course black-bearded man was not Havering. Only you or Japp would have such an idea. Wire me description of housekeeper and what clothes she
2,The Hunter's Lodge Case,5,*       *       *       *       *,6,wore this morning. Same of Mrs. Havering. Do not waste time taking photographs of interiors. They are underexposed and not in the least artistic. It seemed to me that Poirot’s style was unnecessarily facetious. I also fancied he was a shade jealous of
2,The Hunter's Lodge Case,5,*       *       *       *       *,7,"my position on the spot, with full facilities for handling the case. His request for a description of the clothes worn by the two women appeared to me to be simply ridiculous, but I complied as well as I, a mere man, was"
2,The Hunter's Lodge Case,5,*       *       *       *       *,8,"able to. At eleven a reply wire came from Poirot: Advise Japp arrest housekeeper before it is too late. Dumfounded, I took the wire to Japp. He swore softly under his breath. “He’s the goods, M. Poirot! If he says so, there’s something"
2,The Hunter's Lodge Case,5,*       *       *       *       *,9,"in it. And I hardly noticed the woman! I don’t know that I can go so far as arresting her, but I’ll have her watched. We’ll go up right away and take another look at her.” But it was too late. Mrs. Middleton,"
2,The Hunter's Lodge Case,5,*       *       *       *       *,10,"that quiet, middle-aged woman, who had appeared so normal and respectable, had vanished into thin air. Her box had been left behind. It contained only ordinary wearing apparel. There was no clue in it to her identity, or as to her whereabouts."
2,The Hunter's Lodge Case,6,*       *       *       *       *,1,"From Mrs. Havering we elicited all the facts we could. “I engaged her about three weeks ago, when Mrs. Emery, our former housekeeper, left. She came to me from Mrs. Selboume’s Agency in Mount St.—a very well-known place. I get all my servants from there. They sent several women to see me, but this Mrs. Middleton seemed much the nicest, and had splendid references. I engaged her on the spot, and notified the Agency of the fact. I can’t believe that there was anything wrong with her. She was such a nice, quiet woman.” The thing was certainly a mystery. While it was clear that the woman herself could not have committed the crime, since at the moment the"
2,The Hunter's Lodge Case,6,*       *       *       *       *,2,"shot was fired Mrs. Havering was with her in the hall, nevertheless she must have some connection with the murder, or why should she suddenly take to her heels and bolt? I wired the latest development to Poirot, and suggested returning to London and making inquiries at Selbourne’s Agency. Poirot’s reply was prompt: Useless to inquire at Agency. They will never have heard of her. Find out what vehicle took her up to Hunter’s Lodge when she first arrived there. Though mystified, I was obedient. The means of transport in Elmer’s Dale were limited. The local garage had two cars, and there were two station flies. None of these had been requisitioned on the date in question. I may"
2,The Hunter's Lodge Case,6,*       *       *       *       *,3,"also mention that inquiries at the Agency in London bore out Poirot’s prognostication. No such woman as “Mrs. Middleton” had ever been on their books. They had received the Hon. Mrs. Havering’s application for a housekeeper, and had sent her various applicants for the post. When she sent them the engagement fee, she omitted to mention which woman she had selected. [It is suggested that the reader pause in his perusal of the story at this point, make his own solution of the mystery—and then see how close he comes to that of the author—The Editors.] Somewhat crestfallen, I returned to London. I found Poirot established in an armchair by the fire. He greeted me with much affection. “_Mon"
2,The Hunter's Lodge Case,6,*       *       *       *       *,4,"ami Hastings!_ But how glad I am to see you! Veritably I have for you a great affection! And you have enjoyed yourself? You have run to and fro with the good Japp? You have interrogated and investigated to your heart’s content?” “Poirot,” I cried, “the thing’s a dark mystery! It will never be solved.” “It is true that we are not likely to cover ourselves with glory over it.” “No, indeed. It’s a hard nut to crack.” “Oh, as far as that goes, me, I am very good at cracking the nuts! A veritable squirrel! It is not that which embarrasses me. I know well enough who killed Mr. Harrington Pace.” “You know? How did you find out?”"
2,The Hunter's Lodge Case,6,*       *       *       *       *,5,"“Your illuminating answers to my wires supplied me with the truth..... See here, Hastings, let us examine the facts methodically and in order. Mr. Harrington Pace is a man with a considerable fortune which at his death will doubtless pass to his nephew—point number one. His nephew is known to be desperately hard up—point number two. His nephew is also known to be—shall we say a man of loose moral fiber? Point number three!” “But Roger Havering is proved to have journeyed straight up to London.” “_Précisément!_ And therefore, as Mr. Havering left Elmer’s Dale at six-fifteen, and since Mr. Pace cannot have been killed before he left (or the doctor would have spotted the time of the crime"
2,The Hunter's Lodge Case,6,*       *       *       *       *,6,"as being given wrongly when he examined the body), we conclude, quite rightly, that Mr. Havering did _not_ shoot his uncle. But there is a Mrs. Havering, Hastings.” “Impossible! The housekeeper was with her when the shot was fired.” “Ah, yes, the housekeeper. But she has disappeared.” “She will be found.” “I think not. There is something peculiarly elusive about that housekeeper—don’t you think so? It struck me at once.” “She played her part, I suppose, and then got out in the nick of time.” “And what was her part?” “Well—I presume to admit her confederate, the black-bearded man.” “Oh, no, that was not her part. Her part was what you have just mentioned, to provide an alibi for"
2,The Hunter's Lodge Case,6,*       *       *       *       *,7,"Mrs. Havering at the moment the shot was fired. And no one will ever find her, _mon ami_, because she does not exist! ‘There’s no sech person,’ as your so great Shakespeare says.” “It was Dickens,” I murmured, smiling. “But what do you mean, Poirot?” “I mean that Zoe Havering was an actress before her marriage, that you and Japp only saw the housekeeper in a dark hall, a dim, middle-aged figure in black with a faint, subdued voice, and finally that neither you, nor Japp, nor the local police whom the housekeeper fetched, ever saw Mrs. Middleton and her mistress at one and the same time. It was a child’s play for that clever and daring woman. On"
2,The Hunter's Lodge Case,6,*       *       *       *       *,8,"the pretext of summoning her mistress, she runs upstairs, slips on a bright jumper and a hat with black curls attached which she jams down over the gray transformation. A few deft touches, and the make-up is removed; a slight dusting of rouge, and the brilliant Zoe Havering comes down with her clear ringing voice.” “But the revolver that was found at Ealing? Mrs. Havering could not have placed it there?” “No, that was Roger Havering’s job—but it was a mistake on their part. It put me on the right track. A man who has committed a murder with a revolver which he found on the spot would fling it away at once; he would not carry it up"
2,The Hunter's Lodge Case,6,*       *       *       *       *,9,"to London with him. No, the motive was clear; the criminals wished to focus the interest of the police on a spot far removed from Derbyshire; they were anxious to get the police away as soon as possible from the vicinity of Hunter’s Lodge. Of course, the revolver found at Ealing was not the one with which Mr. Pace was shot. Roger Havering discharged one shot from it, brought it up to London, went straight to his club to establish his alibi, then went quickly out to Ealing by the District Railway, a matter of about twenty minutes only, placed the parcel where it was found and so back to town. That charming creature his wife, quietly shoots Mr."
2,The Hunter's Lodge Case,6,*       *       *       *       *,10,"Pace after dinner—you remember he was shot from behind? Another significant point, that! She reloads the revolver and puts it back in its place, and then starts off with her desperate little comedy.” “It’s incredible,” I murmured, fascinated. “And yet—” “And yet it is true. _Bien sûr_, my friend, it is true! But to bring that precious pair to justice, that is another matter. Well, Japp must do what he can—I have written him fully; but I very much fear, Hastings, that we shall be obliged to leave them to Fate—or _le bon Dieu_—whichever you prefer.” “The wicked flourish like a green bay tree,” I reminded him. “But at a price, Hastings, always at a price, _croyez moi_!”"
2,The Hunter's Lodge Case,7,*       *       *       *       *,1,"Poirot’s forebodings were confirmed. Japp, though convinced of the"
2,The Hunter's Lodge Case,7,*       *       *       *       *,2,"truth of his theory, was unable to get together"
2,The Hunter's Lodge Case,7,*       *       *       *       *,3,the necessary evidence to insure a conviction. Mr. Pace’s
2,The Hunter's Lodge Case,7,*       *       *       *       *,4,huge fortune passed into the hands of his murderers.
2,The Hunter's Lodge Case,7,*       *       *       *       *,5,"Nevertheless, Nemesis did overtake them, and when I read"
2,The Hunter's Lodge Case,7,*       *       *       *       *,6,in the paper that the Hon. Roger and Mrs.
2,The Hunter's Lodge Case,7,*       *       *       *       *,7,Havering were among those killed in the crashing of
2,The Hunter's Lodge Case,7,*       *       *       *       *,8,"the Air Mail to Paris, I knew that Justice"
2,The Hunter's Lodge Case,7,*       *       *       *       *,9,was satisfied. [Transcriber’s Note: This story appeared in the
2,The Hunter's Lodge Case,7,*       *       *       *       *,10,"June, 1924 issue of The Blue Book Magazine.]"
3,The Missing Will,1,PROLOGUE,1,"Nadina, the Russian dancer who had taken Paris by storm, swayed to the sound of the applause, bowed and bowed again. Her narrow black eyes narrowed themselves still more, the long line of her scarlet mouth curved faintly upwards. Enthusiastic Frenchmen continued to beat the ground appreciatively as the curtain fell with a swish, hiding the reds and blues and magentas of the bizarre _décors._ In a swirl of blue and orange draperies the dancer left the stage. A bearded gentleman received her enthusiastically in his arms. It was the Manager. “Magnificent, _petite,_ magnificent,” he cried. “To-night you have surpassed yourself.” He kissed her gallantly on both cheeks in a somewhat matter-of-fact manner. Madame Nadina accepted the tribute with the ease of long habit and passed on to her dressing-room, where bouquets were heaped carelessly everywhere, marvellous garments of futuristic design hung on pegs, and the air was hot and sweet with the scent of the massed blossoms and with more sophisticated perfumes and essences. Jeanne,"
3,The Missing Will,1,PROLOGUE,2,"the dresser, ministered to her mistress, talking incessantly and pouring out a stream of fulsome compliment. A knock at the door interrupted the flow. Jeanne went to answer it, and returned with a card in her hand. “Madame will receive?” “Let me see.” The dancer stretched out a languid hand, but at the sight of the name on the card, “Count Sergius Paulovitch,” a sudden flicker of interest came into her eyes. “I will see him. The maize _peignoir,_ Jeanne, and quickly. And when the Count comes you may go.” _“Bien, Madame.”_ Jeanne brought the _peignoir,_ an exquisite wisp of corn-coloured chiffon and ermine. Nadina slipped into it, and sat smiling to herself, whilst one long white hand beat a slow tattoo on the glass of the dressing-table. The Count was prompt to avail himself of the privilege accorded to him—a man of medium height, very slim, very elegant, very pale, extraordinarily weary. In feature, little to take hold of, a man difficult to recognize again"
3,The Missing Will,1,PROLOGUE,3,"if one left his mannerisms out of account. He bowed over the dancer’s hand with exaggerated courtliness. “Madame, this is a pleasure indeed.” So much Jeanne heard before she went out closing the door behind her. Alone with her visitor, a subtle change came over Nadina’s smile. “Compatriots though we are, we will not speak Russian, I think,” she observed. “Since we neither of us know a word of the language, it might be as well,” agreed her guest. By common consent, they dropped into English, and nobody, now that the Count’s mannerisms had dropped from him, could doubt that it was his native language. He had, indeed, started life as a quick-change music-hall artiste in London. “You had a great success to-night,” he remarked. “I congratulate you.” “All the same,” said the woman, “I am disturbed. My position is not what it was. The suspicions aroused during the War have never died down. I am continually watched and spied upon.” “But no charge of espionage"
3,The Missing Will,1,PROLOGUE,4,"was ever brought against you?” “Our chief lays his plans too carefully for that.” “Long life to the ‘Colonel,’” said the Count, smiling. “Amazing news, is it not, that he means to retire? To retire! Just like a doctor, or a butcher, or a plumber——” “Or any other business man,” finished Nadina. “It should not surprise us. That is what the ‘Colonel’ has always been—an excellent man of business. He has organized crime as another man might organize a boot factory. Without committing himself, he has planned and directed a series of stupendous _coups,_ embracing every branch of what we might call his ‘profession.’ Jewel robberies, forgery, espionage (the latter very profitable in war-time), sabotage, discreet assassination, there is hardly anything he has not touched. Wisest of all, he knows when to stop. The game begins to be dangerous?—he retires gracefully—with an enormous fortune!” “H’m!” said the Count doubtfully. “It is rather—upsetting for all of us. We are at a loose end, as it were.” “But"
3,The Missing Will,1,PROLOGUE,5,"we are being paid off—on a most generous scale!” Something, some undercurrent of mockery in her tone, made the man look at her sharply. She was smiling to herself, and the quality of her smile aroused his curiosity. But he proceeded diplomatically: “Yes, the ‘Colonel’ has always been a generous paymaster. I attribute much of his success to that—and to his invariable plan of providing a suitable scapegoat. A great brain, undoubtedly a great brain! And an apostle of the maxim, ‘If you want a thing done safely, do not do it yourself!’ Here are we, every one of us incriminated up to the hilt and absolutely in his power, and not one of us has anything on him.” He paused, almost as though he were expecting her to disagree with him, but she remained silent, smiling to herself as before. “Not one of us,” he mused. “Still, you know, he is superstitious, the old man. Years ago, I believe, he went to one of these"
3,The Missing Will,1,PROLOGUE,6,"fortune-telling people. She prophesied a lifetime of success, but declared that his downfall would be brought about through a woman.” He had interested her now. She looked up eagerly. “That is strange, very strange! Through a woman, you say?” He smiled and shrugged his shoulders. “Doubtless, now that he has—retired, he will marry. Some young society beauty, who will disperse his millions faster than he acquired them.” Nadina shook her head. “No, no, that is not the way of it. Listen, my friend, to-morrow I go to London.” “But your contract here?” “I shall be away only one night. And I go incognito, like Royalty. No one will ever know that I have left France. And why do you think that I go?” “Hardly for pleasure at this time of year. January, a detestable foggy month! It must be for profit, eh?” “Exactly.” She rose and stood in front of him, every graceful line of her arrogant with pride. “You said just now that none"
3,The Missing Will,1,PROLOGUE,7,"of us had anything on the chief. You were wrong. I have. I, a woman, have had the wit and, yes, the courage—for it needs courage—to double-cross him. You remember the De Beer diamonds?” “Yes, I remember. At Kimberley, just before the war broke out? I had nothing to do with it, and I never heard the details, the case was hushed up for some reason, was it not? A fine haul too.” “A hundred thousand pounds worth of stones. Two of us worked it—under the ‘Colonel’s’ orders, of course. And it was then that I saw my chance. You see, the plan was to substitute some of the De Beer diamonds for some sample diamonds brought from South America by two young prospectors who happened to be in Kimberley at the time. Suspicion was then bound to fall on them.” “Very clever,” interpolated the Count approvingly. “The ‘Colonel’ is always clever. Well, I did my part—but I also did one thing which the ‘Colonel’"
3,The Missing Will,1,PROLOGUE,8,"had not foreseen. I kept back some of the South American stones—one or two are unique and could easily be proved never to have passed through De Beer’s hands. With these diamonds in my possession, I have the whip-hand of my esteemed chief. Once the two young men are cleared, his part in the matter is bound to be suspected. I have said nothing all these years, I have been content to know that I had this weapon in reserve, but now matters are different. I want my price—and it will be a big, I might almost say a staggering price.” “Extraordinary,” said the Count. “And doubtless you carry these diamonds about with you everywhere?” His eyes roamed gently round the disordered room. Nadina laughed softly. “You need suppose nothing of the sort. I am not a fool. The diamonds are in a safe place where no one will dream of looking for them.” “I never thought you a fool, my dear lady, but may"
3,The Missing Will,1,PROLOGUE,9,"I venture to suggest that you are somewhat foolhardy? The ‘Colonel’ is not the type of man to take kindly to being blackmailed, you know.” “I am not afraid of him,” she laughed. “There is only one man I have ever feared—and he is dead.” The man looked at her curiously. “Let us hope that he will not come to life again, then,” he remarked lightly. “What do you mean?” cried the dancer sharply. The Count looked slightly surprised. “I only meant that a resurrection would be awkward for you,” he explained. “A foolish joke.” She gave a sigh of relief. “Oh, no, he is dead all right. Killed in the war. He was a man who once—loved me.” “In South Africa?” asked the Count negligently. “Yes, since you ask it, in South Africa.” “That is your native country, is it not?” She nodded. Her visitor rose and reached for his hat. “Well,” he remarked, “you know your own business best, but, if I were"
3,The Missing Will,1,PROLOGUE,10,"you, I should fear the ‘Colonel’ far more than any disillusioned lover. He is a man whom it is particularly easy to—underestimate.” She laughed scornfully. “As if I did not know him after all these years!” “I wonder if you do?” he said softly. “I very much wonder if you do.” “Oh, I am not a fool! And I am not alone in this. The South African mail-boat docks at Southampton to-morrow, and on board her is a man who has come specially from Africa at my request and who has carried out certain orders of mine. The ‘Colonel’ will have not one of us to deal with, but two.” “Is that wise?” “It is necessary.” “You are sure of this man?” A rather peculiar smile played over the dancer’s face. “I am quite sure of him. He is inefficient, but perfectly trustworthy.” She paused, and then added in an indifferent tone of voice: “As a matter of fact, he happens to be my husband.”"
3,The Missing Will,2,CHAPTER I,1,"Everybody has been at me, right and left, to write this story from the great (represented by Lord Nasby) to the small (represented by our late maid of all work, Emily, whom I saw when I was last in England. “Lor’, miss, what a beyewtiful book you might make out of it all—just like the pictures!”). I’ll admit that I’ve certain qualifications for the task. I was mixed up in the affair from the very beginning, I was in the thick of it all through, and I was triumphantly “in at the death.” Very fortunately, too, the gaps that I cannot supply from my own knowledge are amply covered by Sir Eustace Pedler’s diary, of which he has kindly begged me to make use. So here goes. Anne Beddingfeld starts to narrate her adventures. I’d always longed for adventures. You see, my life had such a dreadful sameness. My father, Professor Beddingfeld, was one of England’s greatest living authorities on Primitive Man. He really was a genius—every one admits that. His"
3,The Missing Will,2,CHAPTER I,2,"mind dwelt in Palaeolithic times, and the inconvenience of life for him was that his body inhabited the modern world. Papa did not care for modern man—even Neolithic Man he despised as a mere herder of cattle, and he did not rise to enthusiasm until he reached the Mousterian period. Unfortunately one cannot entirely dispense with modern men. One is forced to have some kind of truck with butchers and bakers and milkmen and greengrocers. Therefore, Papa being immersed in the past, Mamma having died when I was a baby, it fell to me to undertake the practical side of living. Frankly, I hate Palaeolithic Man, be he Aurignacian, Mousterian, Chellian, or anything else, and though I typed and revised most of Papa’s _Neanderthal Man and his Ancestors,_ Neanderthal men themselves fill me with loathing, and I always reflect what a fortunate circumstance it was that they became extinct in remote ages. I do not know whether Papa guessed my feelings on the subject, probably not, and in any case he"
3,The Missing Will,2,CHAPTER I,3,"would not have been interested. The opinion of other people never interested him in the slightest degree. I think it was really a sign of his greatness. In the same way, he lived quite detached from the necessities of daily life. He ate what was put before him in an exemplary fashion, but seemed mildly pained when the question of paying for it arose. We never seemed to have any money. His celebrity was not of the kind that brought in a cash return. Although he was a fellow of almost every important society, and had rows of letters after his name, the general public scarcely knew of his existence, and his long learned books, though adding signally to the sum-total of human knowledge, had no attraction for the masses. Only on one occasion did he leap into the public gaze. He had read a paper before some society on the subject of the young of the chimpanzee. The young of the human race show some anthropoid features, whereas the young"
3,The Missing Will,2,CHAPTER I,4,"of the chimpanzee approach more nearly to the human than the adult chimpanzee does. That seems to show that whereas our ancestors were more Simian than we are, the chimpanzee’s were of a higher type than the present species—in other words, the chimpanzee is a degenerate. That enterprising newspaper, the _Daily Budget,_ being hard up for something spicy, immediately brought itself out with large headlines. “We are not descended from monkeys, but are monkeys descended from _us?_ Eminent Professor says chimpanzees are decadent humans.” Shortly afterwards a reporter called to see Papa, and endeavoured to induce him to write a series of popular articles on the theory. I have seldom seen Papa so angry. He turned the reporter out of the house with scant ceremony, much to my secret sorrow, as we were particularly short of money at the moment. In fact, for a moment I meditated running after the young man and informing him that my father had changed his mind and would send the articles in question. I could"
3,The Missing Will,2,CHAPTER I,5,"easily have written them myself, and the probabilities were that Papa would never have learnt of the transaction, not being a reader of the _Daily Budget._ However, I rejected this course as being too risky, so I merely put on my best hat and went sadly down the village to interview our justly irate grocer. The reporter from the _Daily Budget_ was the only young man who ever came to our house. There were times when I envied Emily, our little servant, who “walked out” whenever occasion offered with a large sailor to whom she was affianced. In between times, to “keep her hand in” as she expressed it, she walked out with the greengrocer’s young man, and the chemist’s assistant. I reflected sadly that I had no one to “keep my hand in” with. All Papa’s friends were aged Professors—usually with long beards. It is true that Professor Peterson once clasped me affectionately and said I had a “neat little waist” and then tried to kiss me. The phrase alone"
